route,week_of,cost_per_tonne_km,vs_own_history,vs_similar_routes,flagged,matched_note_id,reason
Delhi-Jaipur,2024-08-26,3.1060974515646174,0.18,-8.42,No,,Cost is within the expected range based on 0.2% versus its own historical baseline and -8.4% versus similar routes.
Delhi-Jaipur,2024-09-02,3.0813894690353343,-0.28,-6.27,No,,Cost is within the expected range based on -0.3% versus its own historical baseline and -6.3% versus similar routes.
Delhi-Jaipur,2024-09-09,3.169366676497001,2.72,-3.23,No,,Cost is within the expected range based on 2.7% versus its own historical baseline and -3.2% versus similar routes.
Delhi-Jaipur,2024-09-16,3.1643300939939465,2.22,-7.74,No,,Cost is within the expected range based on 2.2% versus its own historical baseline and -7.7% versus similar routes.
Delhi-Jaipur,2024-09-23,3.1517796082071476,1.66,-9.11,No,,Cost is within the expected range based on 1.7% versus its own historical baseline and -9.1% versus similar routes.
Delhi-Jaipur,2024-09-30,3.0157284752161964,-2.75,-11.88,No,,Cost is within the expected range based on -2.7% versus its own historical baseline and -11.9% versus similar routes.
Delhi-Jaipur,2024-10-07,3.088429182204065,-0.24,-12.09,No,,Cost is within the expected range based on -0.2% versus its own historical baseline and -12.1% versus similar routes.
Delhi-Jaipur,2024-10-14,3.0945656781283994,-0.39,-7.75,No,,Cost is within the expected range based on -0.4% versus its own historical baseline and -7.7% versus similar routes.
Delhi-Jaipur,2024-10-21,3.0776716314989736,-1.01,-7.79,No,,Cost is within the expected range based on -1.0% versus its own historical baseline and -7.8% versus similar routes.
Delhi-Jaipur,2024-10-28,3.0342132300731706,-2.29,-13.11,No,,Cost is within the expected range based on -2.3% versus its own historical baseline and -13.1% versus similar routes.
Delhi-Jaipur,2024-11-04,3.0070145642918757,-2.98,-12.15,No,,Cost is within the expected range based on -3.0% versus its own historical baseline and -12.1% versus similar routes.
Delhi-Jaipur,2024-11-11,4.1729570742422215,35.52,21.03,Yes,,Cost is unusually high based on 35.5% versus its own historical baseline and 21.0% versus similar routes. None of the retrieved notes are temporally applicable to the week of 2024-11-11 or provide a documented factor that could increase freight costs for the Delhi-Jaipur route.
Delhi-Jaipur,2024-11-18,4.09056418496697,27.62,19.67,Yes,,Cost is unusually high based on 27.6% versus its own historical baseline and 19.7% versus similar routes. None of the retrieved notes apply to the Delhi-Jaipur route during the week of 2024-11-18 or provide a factor that could increase freight costs.
Delhi-Jaipur,2024-11-25,3.057646609169616,-7.98,-10.91,No,,Cost is within the expected range based on -8.0% versus its own historical baseline and -10.9% versus similar routes.
Delhi-Jaipur,2024-12-02,3.045067060150872,-8.5,-11.49,No,,Cost is within the expected range based on -8.5% versus its own historical baseline and -11.5% versus similar routes.
Delhi-Jaipur,2024-12-09,3.2214860208844818,-3.04,-6.03,No,,Cost is within the expected range based on -3.0% versus its own historical baseline and -6.0% versus similar routes.
Delhi-Jaipur,2024-12-16,3.0767496506432246,-7.84,-13.26,No,,Cost is within the expected range based on -7.8% versus its own historical baseline and -13.3% versus similar routes.
Delhi-Jaipur,2024-12-23,3.112671142027137,-6.76,-11.24,No,,Cost is within the expected range based on -6.8% versus its own historical baseline and -11.2% versus similar routes.
Delhi-Jaipur,2024-12-30,3.2183319030184787,-3.87,-5.43,No,,Cost is within the expected range based on -3.9% versus its own historical baseline and -5.4% versus similar routes.
Delhi-Jaipur,2025-01-06,3.1695157011646455,-6.07,-9.39,No,,Cost is within the expected range based on -6.1% versus its own historical baseline and -9.4% versus similar routes.
Delhi-Jaipur,2025-01-13,3.04568886569979,-6.26,-13.68,No,,Cost is within the expected range based on -6.3% versus its own historical baseline and -13.7% versus similar routes.
Delhi-Jaipur,2025-01-20,3.062641938448038,-1.79,-12.6,No,,Cost is within the expected range based on -1.8% versus its own historical baseline and -12.6% versus similar routes.
Delhi-Jaipur,2025-01-27,3.1439368387916398,0.8,-7.16,No,,Cost is within the expected range based on 0.8% versus its own historical baseline and -7.2% versus similar routes.
Delhi-Jaipur,2025-02-03,3.0152735695620803,-3.71,-9.52,No,,Cost is within the expected range based on -3.7% versus its own historical baseline and -9.5% versus similar routes.
Delhi-Jaipur,2025-02-10,2.989365619170418,-3.74,-11.76,No,,Cost is within the expected range based on -3.7% versus its own historical baseline and -11.8% versus similar routes.
Delhi-Jaipur,2025-02-17,3.0968634325022846,0.07,-9.14,No,,Cost is within the expected range based on 0.1% versus its own historical baseline and -9.1% versus similar routes.
Delhi-Jaipur,2025-02-24,3.0826648241960193,-0.32,-9.61,No,,Cost is within the expected range based on -0.3% versus its own historical baseline and -9.6% versus similar routes.
Delhi-Jaipur,2025-03-03,3.2186160226789813,4.65,-8.04,No,,Cost is within the expected range based on 4.6% versus its own historical baseline and -8.0% versus similar routes.
Delhi-Jaipur,2025-03-10,3.1829782537128866,3.28,-9.45,No,,Cost is within the expected range based on 3.3% versus its own historical baseline and -9.5% versus similar routes.
Delhi-Jaipur,2025-03-17,3.0785154656676093,-0.66,-9.2,No,,Cost is within the expected range based on -0.7% versus its own historical baseline and -9.2% versus similar routes.
Delhi-Jaipur,2025-03-24,3.139244979607187,1.23,-6.2,No,,Cost is within the expected range based on 1.2% versus its own historical baseline and -6.2% versus similar routes.
Delhi-Jaipur,2025-03-31,3.055609182334624,-1.45,-5.46,No,,Cost is within the expected range based on -1.4% versus its own historical baseline and -5.5% versus similar routes.
Delhi-Jaipur,2025-04-07,3.1881643364078243,2.66,-9.59,No,,Cost is within the expected range based on 2.7% versus its own historical baseline and -9.6% versus similar routes.
Delhi-Jaipur,2025-04-14,2.9953091684434967,-4.31,-11.89,No,,Cost is within the expected range based on -4.3% versus its own historical baseline and -11.9% versus similar routes.
Delhi-Jaipur,2025-04-21,3.072194137196133,-1.46,-6.73,No,,Cost is within the expected range based on -1.5% versus its own historical baseline and -6.7% versus similar routes.
Delhi-Jaipur,2025-04-28,3.0337773255273235,-2.65,-11.16,No,,Cost is within the expected range based on -2.6% versus its own historical baseline and -11.2% versus similar routes.
Delhi-Jaipur,2025-05-05,3.323786517774917,7.45,-8.05,No,,Cost is within the expected range based on 7.5% versus its own historical baseline and -8.1% versus similar routes.
Delhi-Jaipur,2025-05-12,3.1848870962999465,2.38,-11.37,No,,Cost is within the expected range based on 2.4% versus its own historical baseline and -11.4% versus similar routes.
Delhi-Jaipur,2025-05-19,3.3235820912256573,6.38,-4.32,No,,Cost is within the expected range based on 6.4% versus its own historical baseline and -4.3% versus similar routes.
Delhi-Jaipur,2025-05-26,3.279898749510746,4.22,-5.69,No,,Cost is within the expected range based on 4.2% versus its own historical baseline and -5.7% versus similar routes.
Delhi-Jaipur,2025-06-02,3.143201151169279,-1.01,-11.99,No,,Cost is within the expected range based on -1.0% versus its own historical baseline and -12.0% versus similar routes.
Delhi-Jaipur,2025-06-09,3.276807952072161,3.38,-5.69,No,,Cost is within the expected range based on 3.4% versus its own historical baseline and -5.7% versus similar routes.
Delhi-Jaipur,2025-06-16,3.2925805672359227,2.74,-11.48,No,,Cost is within the expected range based on 2.7% versus its own historical baseline and -11.5% versus similar routes.
Delhi-Jaipur,2025-06-23,3.1206702077053943,-3.45,-17.05,No,,Cost is within the expected range based on -3.5% versus its own historical baseline and -17.1% versus similar routes.
Delhi-Jaipur,2025-06-30,3.3356062497082757,2.85,-5.89,No,,Cost is within the expected range based on 2.8% versus its own historical baseline and -5.9% versus similar routes.
Delhi-Jaipur,2025-07-07,3.228798489605058,-0.49,-11.29,No,,Cost is within the expected range based on -0.5% versus its own historical baseline and -11.3% versus similar routes.
Delhi-Jaipur,2025-07-14,3.392400602883771,4.38,-5.55,No,,Cost is within the expected range based on 4.4% versus its own historical baseline and -5.5% versus similar routes.
Delhi-Jaipur,2025-07-21,3.2058459788168476,-1.62,-9.12,No,,Cost is within the expected range based on -1.6% versus its own historical baseline and -9.1% versus similar routes.
Delhi-Jaipur,2025-07-28,3.3363586311316045,2.67,-6.38,No,,Cost is within the expected range based on 2.7% versus its own historical baseline and -6.4% versus similar routes.
Delhi-Jaipur,2025-08-04,3.336519717955214,1.92,-10.43,No,,Cost is within the expected range based on 1.9% versus its own historical baseline and -10.4% versus similar routes.
Delhi-Jaipur,2025-08-11,3.3717358088444347,2.76,-4.5,No,,Cost is within the expected range based on 2.8% versus its own historical baseline and -4.5% versus similar routes.
Delhi-Jaipur,2025-08-18,3.2779898994367116,-0.4,-13.4,No,,Cost is within the expected range based on -0.4% versus its own historical baseline and -13.4% versus similar routes.
Delhi-Jaipur,2025-08-25,3.230412788677708,-2.42,-11.05,No,,Cost is within the expected range based on -2.4% versus its own historical baseline and -11.1% versus similar routes.
Delhi-Jaipur,2025-09-01,3.4516755988995365,4.68,-5.92,No,,Cost is within the expected range based on 4.7% versus its own historical baseline and -5.9% versus similar routes.
Delhi-Jaipur,2025-09-08,3.2490361690471596,-2.3,-12.6,No,,Cost is within the expected range based on -2.3% versus its own historical baseline and -12.6% versus similar routes.
Delhi-Jaipur,2025-09-15,3.220063126502312,-2.64,-19.11,No,,Cost is within the expected range based on -2.6% versus its own historical baseline and -19.1% versus similar routes.
Delhi-Jaipur,2025-09-22,3.213261699122259,-2.9,-15.37,No,,Cost is within the expected range based on -2.9% versus its own historical baseline and -15.4% versus similar routes.
Delhi-Jaipur,2025-09-29,3.4357369165119143,4.31,-10.07,No,,Cost is within the expected range based on 4.3% versus its own historical baseline and -10.1% versus similar routes.
Delhi-Jaipur,2025-10-06,3.2076541666060807,-2.98,-18.63,No,,Cost is within the expected range based on -3.0% versus its own historical baseline and -18.6% versus similar routes.
Delhi-Jaipur,2025-10-13,3.3040475259408253,0.56,-14.53,No,,Cost is within the expected range based on 0.6% versus its own historical baseline and -14.5% versus similar routes.
Delhi-Jaipur,2025-10-20,3.2806351874570825,-0.25,-19.89,No,,Cost is within the expected range based on -0.3% versus its own historical baseline and -19.9% versus similar routes.
Delhi-Jaipur,2025-10-27,3.1757949813323028,-3.63,-22.03,No,,Cost is within the expected range based on -3.6% versus its own historical baseline and -22.0% versus similar routes.
Delhi-Jaipur,2025-11-03,3.3845809052107474,3.8,-19.4,No,,Cost is within the expected range based on 3.8% versus its own historical baseline and -19.4% versus similar routes.
Delhi-Jaipur,2025-11-10,3.2678342781499055,-0.3,-17.65,No,,Cost is within the expected range based on -0.3% versus its own historical baseline and -17.6% versus similar routes.
Delhi-Jaipur,2025-11-17,3.2840674798770078,0.01,-24.02,No,,Cost is within the expected range based on 0.0% versus its own historical baseline and -24.0% versus similar routes.
Delhi-Jaipur,2025-11-24,3.3779523991731564,2.59,-18.73,No,,Cost is within the expected range based on 2.6% versus its own historical baseline and -18.7% versus similar routes.
Delhi-Jaipur,2025-12-01,3.197263163309926,-2.68,-27.22,No,,Cost is within the expected range based on -2.7% versus its own historical baseline and -27.2% versus similar routes.
Delhi-Jaipur,2025-12-08,3.1929489840683787,-2.77,-27.96,No,,Cost is within the expected range based on -2.8% versus its own historical baseline and -28.0% versus similar routes.
Delhi-Jaipur,2025-12-15,3.2383690176031377,-0.97,-26.2,No,,Cost is within the expected range based on -1.0% versus its own historical baseline and -26.2% versus similar routes.
Delhi-Jaipur,2025-12-22,3.2289253632943895,-1.1,-28.01,No,,Cost is within the expected range based on -1.1% versus its own historical baseline and -28.0% versus similar routes.
Kolkata-Bhubaneswar,2024-01-01,2.507515776359385,,-3.27,No,,Cost is within the expected range based on -3.3% versus similar routes.
Kolkata-Bhubaneswar,2024-01-08,2.6272356647058244,4.77,-1.73,No,,Cost is within the expected range based on 4.8% versus its own historical baseline and -1.7% versus similar routes.
Kolkata-Bhubaneswar,2024-01-15,2.507175576831636,-2.34,-4.14,No,,Cost is within the expected range based on -2.3% versus its own historical baseline and -4.1% versus similar routes.
Kolkata-Bhubaneswar,2024-01-22,2.5746025721501247,1.07,-5.47,No,,Cost is within the expected range based on 1.1% versus its own historical baseline and -5.5% versus similar routes.
Kolkata-Bhubaneswar,2024-01-29,2.6247907812898204,2.77,1.29,No,,Cost is within the expected range based on 2.8% versus its own historical baseline and 1.3% versus similar routes.
Kolkata-Bhubaneswar,2024-02-05,2.664165322984317,3.73,1.83,No,,Cost is within the expected range based on 3.7% versus its own historical baseline and 1.8% versus similar routes.
Kolkata-Bhubaneswar,2024-02-12,2.701850073039535,4.55,2.94,No,,Cost is within the expected range based on 4.6% versus its own historical baseline and 2.9% versus similar routes.
Kolkata-Bhubaneswar,2024-02-19,2.692250516917505,3.51,4.11,No,,Cost is within the expected range based on 3.5% versus its own historical baseline and 4.1% versus similar routes.
Kolkata-Bhubaneswar,2024-02-26,2.6488086986897623,1.39,2.05,No,,Cost is within the expected range based on 1.4% versus its own historical baseline and 2.1% versus similar routes.
Kolkata-Bhubaneswar,2024-03-04,2.5095317466660654,-4.58,-2.77,No,,Cost is within the expected range based on -4.6% versus its own historical baseline and -2.8% versus similar routes.
Kolkata-Bhubaneswar,2024-03-11,2.6696092465359156,2.07,-0.95,No,,Cost is within the expected range based on 2.1% versus its own historical baseline and -1.0% versus similar routes.
Kolkata-Bhubaneswar,2024-03-18,2.6894092504472344,2.04,5.04,No,,Cost is within the expected range based on 2.0% versus its own historical baseline and 5.0% versus similar routes.
Kolkata-Bhubaneswar,2024-03-25,2.673370830474016,0.88,-0.6,No,,Cost is within the expected range based on 0.9% versus its own historical baseline and -0.6% versus similar routes.
Kolkata-Bhubaneswar,2024-04-01,2.517657765719857,-5.21,-4.34,No,,Cost is within the expected range based on -5.2% versus its own historical baseline and -4.3% versus similar routes.
Kolkata-Bhubaneswar,2024-04-08,2.549107332765163,-3.36,-4.66,No,,Cost is within the expected range based on -3.4% versus its own historical baseline and -4.7% versus similar routes.
Kolkata-Bhubaneswar,2024-04-15,2.617495479604761,-0.05,1.87,No,,Cost is within the expected range based on -0.0% versus its own historical baseline and 1.9% versus similar routes.
Kolkata-Bhubaneswar,2024-04-22,2.5374670354409212,-2.76,-3.65,No,,Cost is within the expected range based on -2.8% versus its own historical baseline and -3.7% versus similar routes.
Kolkata-Bhubaneswar,2024-04-29,2.5392101728725347,-2.17,-3.26,No,,Cost is within the expected range based on -2.2% versus its own historical baseline and -3.3% versus similar routes.
Kolkata-Bhubaneswar,2024-05-06,2.6573468065102097,2.24,2.96,No,,Cost is within the expected range based on 2.2% versus its own historical baseline and 3.0% versus similar routes.
Kolkata-Bhubaneswar,2024-05-13,2.550297881972491,-1.82,-5.76,No,,Cost is within the expected range based on -1.8% versus its own historical baseline and -5.8% versus similar routes.
Kolkata-Bhubaneswar,2024-05-20,2.7286457555675514,5.75,3.91,No,,Cost is within the expected range based on 5.8% versus its own historical baseline and 3.9% versus similar routes.
Kolkata-Bhubaneswar,2024-05-27,2.597628983413162,0.4,-0.47,No,,Cost is within the expected range based on 0.4% versus its own historical baseline and -0.5% versus similar routes.
Kolkata-Bhubaneswar,2024-06-03,2.596089116674651,-0.04,-1.02,No,,Cost is within the expected range based on -0.0% versus its own historical baseline and -1.0% versus similar routes.
Kolkata-Bhubaneswar,2024-06-10,2.478999755499803,-4.76,-1.77,No,,Cost is within the expected range based on -4.8% versus its own historical baseline and -1.8% versus similar routes.
Kolkata-Bhubaneswar,2024-06-17,2.581570721604931,-0.16,-2.88,No,,Cost is within the expected range based on -0.2% versus its own historical baseline and -2.9% versus similar routes.
Kolkata-Bhubaneswar,2024-06-24,2.7010410491101418,4.24,2.43,No,,Cost is within the expected range based on 4.2% versus its own historical baseline and 2.4% versus similar routes.
Kolkata-Bhubaneswar,2024-07-01,2.534140700534555,-2.96,-5.95,No,,Cost is within the expected range based on -3.0% versus its own historical baseline and -6.0% versus similar routes.
Kolkata-Bhubaneswar,2024-07-08,2.627622280669504,1.22,-0.18,No,,Cost is within the expected range based on 1.2% versus its own historical baseline and -0.2% versus similar routes.
Kolkata-Bhubaneswar,2024-07-15,2.682361975607663,2.94,0.58,No,,Cost is within the expected range based on 2.9% versus its own historical baseline and 0.6% versus similar routes.
Kolkata-Bhubaneswar,2024-07-22,2.6514857791686284,1.98,2.38,No,,Cost is within the expected range based on 2.0% versus its own historical baseline and 2.4% versus similar routes.
Kolkata-Bhubaneswar,2024-07-29,2.5851939408330304,-0.82,-0.8,No,,Cost is within the expected range based on -0.8% versus its own historical baseline and -0.8% versus similar routes.
Kolkata-Bhubaneswar,2024-08-05,2.683442841466995,3.0,4.57,No,,Cost is within the expected range based on 3.0% versus its own historical baseline and 4.6% versus similar routes.
Kolkata-Bhubaneswar,2024-08-12,2.5591854574398907,-2.72,-2.24,No,,Cost is within the expected range based on -2.7% versus its own historical baseline and -2.2% versus similar routes.
Kolkata-Bhubaneswar,2024-08-19,2.6318710917053267,0.15,-2.95,No,,Cost is within the expected range based on 0.1% versus its own historical baseline and -3.0% versus similar routes.
Kolkata-Bhubaneswar,2024-08-26,2.517594786323881,-3.89,-4.08,No,,Cost is within the expected range based on -3.9% versus its own historical baseline and -4.1% versus similar routes.
Kolkata-Bhubaneswar,2024-09-02,2.547045448831003,-2.69,0.52,No,,Cost is within the expected range based on -2.7% versus its own historical baseline and 0.5% versus similar routes.
Kolkata-Bhubaneswar,2024-09-09,2.57777508366543,-1.13,-1.18,No,,Cost is within the expected range based on -1.1% versus its own historical baseline and -1.2% versus similar routes.
Kolkata-Bhubaneswar,2024-09-16,2.694294179134057,3.86,2.66,No,,Cost is within the expected range based on 3.9% versus its own historical baseline and 2.7% versus similar routes.
Kolkata-Bhubaneswar,2024-09-23,2.718097752715021,4.56,6.32,No,,Cost is within the expected range based on 4.6% versus its own historical baseline and 6.3% versus similar routes.
Kolkata-Bhubaneswar,2024-09-30,2.700442701139059,3.22,5.44,No,,Cost is within the expected range based on 3.2% versus its own historical baseline and 5.4% versus similar routes.
Kolkata-Bhubaneswar,2024-10-07,2.700610301732372,3.14,3.81,No,,Cost is within the expected range based on 3.1% versus its own historical baseline and 3.8% versus similar routes.
Kolkata-Bhubaneswar,2024-10-14,2.6213625095593214,-0.55,2.79,No,,Cost is within the expected range based on -0.6% versus its own historical baseline and 2.8% versus similar routes.
Kolkata-Bhubaneswar,2024-10-21,2.673248862571006,1.46,1.32,No,,Cost is within the expected range based on 1.5% versus its own historical baseline and 1.3% versus similar routes.
Kolkata-Bhubaneswar,2024-10-28,2.5274177327613976,-4.77,-4.13,No,,Cost is within the expected range based on -4.8% versus its own historical baseline and -4.1% versus similar routes.
Kolkata-Bhubaneswar,2024-11-04,2.561542231179923,-3.4,-2.44,No,,Cost is within the expected range based on -3.4% versus its own historical baseline and -2.4% versus similar routes.
Kolkata-Bhubaneswar,2024-11-11,2.6061941346362403,-1.64,-2.28,No,,Cost is within the expected range based on -1.6% versus its own historical baseline and -2.3% versus similar routes.
Kolkata-Bhubaneswar,2024-11-18,2.5466307193755306,-3.49,-5.04,No,,Cost is within the expected range based on -3.5% versus its own historical baseline and -5.0% versus similar routes.
Kolkata-Bhubaneswar,2024-11-25,2.6656335977785304,1.85,-0.45,No,,Cost is within the expected range based on 1.9% versus its own historical baseline and -0.4% versus similar routes.
Kolkata-Bhubaneswar,2024-12-02,2.563355702689703,-1.89,-1.97,No,,Cost is within the expected range based on -1.9% versus its own historical baseline and -2.0% versus similar routes.
Kolkata-Bhubaneswar,2024-12-09,2.5069657675659527,-3.42,-2.38,No,,Cost is within the expected range based on -3.4% versus its own historical baseline and -2.4% versus similar routes.
Kolkata-Bhubaneswar,2024-12-16,2.5856656695354814,0.17,0.59,No,,Cost is within the expected range based on 0.2% versus its own historical baseline and 0.6% versus similar routes.
Kolkata-Bhubaneswar,2024-12-23,2.6988091974433304,4.99,0.22,No,,Cost is within the expected range based on 5.0% versus its own historical baseline and 0.2% versus similar routes.
Kolkata-Bhubaneswar,2024-12-30,2.6266078381401012,1.34,-0.58,No,,Cost is within the expected range based on 1.3% versus its own historical baseline and -0.6% versus similar routes.
Kolkata-Bhubaneswar,2025-01-06,2.5122445011619545,-3.37,-3.99,No,,Cost is within the expected range based on -3.4% versus its own historical baseline and -4.0% versus similar routes.
Kolkata-Bhubaneswar,2025-01-13,2.654971370436552,2.58,2.69,No,,Cost is within the expected range based on 2.6% versus its own historical baseline and 2.7% versus similar routes.
Kolkata-Bhubaneswar,2025-01-20,2.574743930783983,-1.04,-15.41,No,,Cost is within the expected range based on -1.0% versus its own historical baseline and -15.4% versus similar routes.
Kolkata-Bhubaneswar,2025-01-27,2.572195152038488,-0.7,-1.05,No,,Cost is within the expected range based on -0.7% versus its own historical baseline and -1.1% versus similar routes.
Kolkata-Bhubaneswar,2025-02-03,2.5426760004245,-1.88,-1.77,No,,Cost is within the expected range based on -1.9% versus its own historical baseline and -1.8% versus similar routes.
Kolkata-Bhubaneswar,2025-02-10,2.634969996464771,1.5,2.08,No,,Cost is within the expected range based on 1.5% versus its own historical baseline and 2.1% versus similar routes.
Kolkata-Bhubaneswar,2025-02-17,2.645677631291354,1.67,-1.11,No,,Cost is within the expected range based on 1.7% versus its own historical baseline and -1.1% versus similar routes.
Kolkata-Bhubaneswar,2025-02-24,2.6635333870216718,2.62,-12.48,No,,Cost is within the expected range based on 2.6% versus its own historical baseline and -12.5% versus similar routes.
Kolkata-Bhubaneswar,2025-03-03,2.677049639802744,2.96,-11.75,No,,Cost is within the expected range based on 3.0% versus its own historical baseline and -11.8% versus similar routes.
Kolkata-Bhubaneswar,2025-03-10,2.7002512342042104,3.03,-13.02,No,,Cost is within the expected range based on 3.0% versus its own historical baseline and -13.0% versus similar routes.
Kolkata-Bhubaneswar,2025-03-17,2.539579826421529,-3.31,-17.11,No,,Cost is within the expected range based on -3.3% versus its own historical baseline and -17.1% versus similar routes.
Kolkata-Bhubaneswar,2025-03-24,2.606550900068637,-0.59,1.32,No,,Cost is within the expected range based on -0.6% versus its own historical baseline and 1.3% versus similar routes.
Kolkata-Bhubaneswar,2025-03-31,2.645876176918787,0.75,-1.97,No,,Cost is within the expected range based on 0.7% versus its own historical baseline and -2.0% versus similar routes.
Kolkata-Bhubaneswar,2025-04-07,2.5816222132229054,-2.18,-1.36,No,,Cost is within the expected range based on -2.2% versus its own historical baseline and -1.4% versus similar routes.
Kolkata-Bhubaneswar,2025-04-14,2.5716005493059986,-2.31,-0.05,No,,Cost is within the expected range based on -2.3% versus its own historical baseline and -0.0% versus similar routes.
Kolkata-Bhubaneswar,2025-04-21,2.5961235957985633,-1.03,0.18,No,,Cost is within the expected range based on -1.0% versus its own historical baseline and 0.2% versus similar routes.
Kolkata-Bhubaneswar,2025-04-28,2.578465849460377,-1.39,-3.51,No,,Cost is within the expected range based on -1.4% versus its own historical baseline and -3.5% versus similar routes.
Kolkata-Bhubaneswar,2025-05-05,2.7342975930522755,5.06,-1.37,No,,Cost is within the expected range based on 5.1% versus its own historical baseline and -1.4% versus similar routes.
Kolkata-Bhubaneswar,2025-05-12,2.6271794920628873,0.78,-5.53,No,,Cost is within the expected range based on 0.8% versus its own historical baseline and -5.5% versus similar routes.
Kolkata-Bhubaneswar,2025-05-19,2.7654665842407278,5.64,1.41,No,,Cost is within the expected range based on 5.6% versus its own historical baseline and 1.4% versus similar routes.
Kolkata-Bhubaneswar,2025-05-26,2.8362225471543887,7.53,5.05,No,,Cost is within the expected range based on 7.5% versus its own historical baseline and 5.0% versus similar routes.
Kolkata-Bhubaneswar,2025-06-02,2.702547142887977,1.55,-2.79,No,,Cost is within the expected range based on 1.5% versus its own historical baseline and -2.8% versus similar routes.
Kolkata-Bhubaneswar,2025-06-09,2.6784586832339174,0.07,-4.24,No,,Cost is within the expected range based on 0.1% versus its own historical baseline and -4.2% versus similar routes.
Kolkata-Bhubaneswar,2025-06-16,2.6756483932134807,-0.53,-6.99,No,,Cost is within the expected range based on -0.5% versus its own historical baseline and -7.0% versus similar routes.
Kolkata-Bhubaneswar,2025-06-23,2.729506582466018,1.1,-2.55,No,,Cost is within the expected range based on 1.1% versus its own historical baseline and -2.5% versus similar routes.
Kolkata-Bhubaneswar,2025-06-30,2.759303328269972,1.49,1.01,No,,Cost is within the expected range based on 1.5% versus its own historical baseline and 1.0% versus similar routes.
Kolkata-Bhubaneswar,2025-07-07,2.852068273046908,4.79,1.83,No,,Cost is within the expected range based on 4.8% versus its own historical baseline and 1.8% versus similar routes.
Kolkata-Bhubaneswar,2025-07-14,2.7214367499053314,-1.04,-0.89,No,,Cost is within the expected range based on -1.0% versus its own historical baseline and -0.9% versus similar routes.
Kolkata-Bhubaneswar,2025-07-21,2.7274334611934448,-0.62,-4.93,No,,Cost is within the expected range based on -0.6% versus its own historical baseline and -4.9% versus similar routes.
Kolkata-Bhubaneswar,2025-07-28,2.7182154215192784,-0.46,-0.22,No,,Cost is within the expected range based on -0.5% versus its own historical baseline and -0.2% versus similar routes.
Kolkata-Bhubaneswar,2025-08-04,2.677900416318116,-2.01,-4.24,No,,Cost is within the expected range based on -2.0% versus its own historical baseline and -4.2% versus similar routes.
Kolkata-Bhubaneswar,2025-08-11,2.7587943861249724,0.96,0.97,No,,Cost is within the expected range based on 1.0% versus its own historical baseline and 1.0% versus similar routes.
Kolkata-Bhubaneswar,2025-08-18,2.846874438492569,3.78,4.12,No,,Cost is within the expected range based on 3.8% versus its own historical baseline and 4.1% versus similar routes.
Kolkata-Bhubaneswar,2025-08-25,2.8325605730247547,2.71,3.5,No,,Cost is within the expected range based on 2.7% versus its own historical baseline and 3.5% versus similar routes.
Kolkata-Bhubaneswar,2025-09-01,2.645635030789984,-4.38,-5.67,No,,Cost is within the expected range based on -4.4% versus its own historical baseline and -5.7% versus similar routes.
Kolkata-Bhubaneswar,2025-09-08,2.753354374247689,0.45,2.05,No,,Cost is within the expected range based on 0.4% versus its own historical baseline and 2.0% versus similar routes.
Kolkata-Bhubaneswar,2025-09-15,2.7915529659921683,1.69,-3.34,No,,Cost is within the expected range based on 1.7% versus its own historical baseline and -3.3% versus similar routes.
Kolkata-Bhubaneswar,2025-09-22,2.677826816152844,-2.73,-3.7,No,,Cost is within the expected range based on -2.7% versus its own historical baseline and -3.7% versus similar routes.
Kolkata-Bhubaneswar,2025-09-29,2.8374205727457995,3.25,1.26,No,,Cost is within the expected range based on 3.3% versus its own historical baseline and 1.3% versus similar routes.
Kolkata-Bhubaneswar,2025-10-06,2.878887164699027,4.01,4.26,No,,Cost is within the expected range based on 4.0% versus its own historical baseline and 4.3% versus similar routes.
Kolkata-Bhubaneswar,2025-10-13,2.6808519852387644,-3.67,-4.1,No,,Cost is within the expected range based on -3.7% versus its own historical baseline and -4.1% versus similar routes.
Kolkata-Bhubaneswar,2025-10-20,2.6861318386309394,-2.76,-4.06,No,,Cost is within the expected range based on -2.8% versus its own historical baseline and -4.1% versus similar routes.
Kolkata-Bhubaneswar,2025-10-27,2.747706914373581,0.14,0.29,No,,Cost is within the expected range based on 0.1% versus its own historical baseline and 0.3% versus similar routes.
Kolkata-Bhubaneswar,2025-11-03,2.8221602254207996,2.37,0.61,No,,Cost is within the expected range based on 2.4% versus its own historical baseline and 0.6% versus similar routes.
Kolkata-Bhubaneswar,2025-11-10,2.7312334626630537,-1.23,-0.84,No,,Cost is within the expected range based on -1.2% versus its own historical baseline and -0.8% versus similar routes.
Kolkata-Bhubaneswar,2025-11-17,2.751615479626001,-0.22,-1.01,No,,Cost is within the expected range based on -0.2% versus its own historical baseline and -1.0% versus similar routes.
Kolkata-Bhubaneswar,2025-11-24,2.72369443404918,-1.57,-1.01,No,,Cost is within the expected range based on -1.6% versus its own historical baseline and -1.0% versus similar routes.
Kolkata-Bhubaneswar,2025-12-01,2.7148257111177196,-1.38,-4.2,No,,Cost is within the expected range based on -1.4% versus its own historical baseline and -4.2% versus similar routes.
Kolkata-Bhubaneswar,2025-12-08,2.8192879485402793,3.18,-0.83,No,,Cost is within the expected range based on 3.2% versus its own historical baseline and -0.8% versus similar routes.
